hoc_ky,ma_mon_hoc,ma_lop,so_tin_chi,ma_giang_vien,thu,tiet_bat_dau,tiet_ket_thuc,cach_tuan,ngay_bat_dau,ngay_ket_thuc,phong_hoc,si_so,hinh_thuc_giang_day,ghi_chu
2023_2024_1,SS004,SS004.O11,2,*,4,1,3,1,2023-09-09,2023-12-28,B1.16,,LT,
2023_2024_1,SS004,SS004.O16,2,*,6,1,2,1,2023-09-04,2023-12-28,B3.14,,LT,
2023_2024_1,SS004,SS004.O17,2,*,6,4,5,1,2023-09-04,2023-12-28,B3.14,,LT,
2023_2024_1,SS004,SS004.O11.CLC,2,*,2,4,5,1,2023-09-04,2023-12-28,B6.02,,LT,
2023_2024_1,SS004,SS004.O14,2,*,5,1,2,1,2023-09-04,2023-12-28,B7.02,,LT,
2023_2024_1,SS004,SS004.O15,2,*,5,4,5,1,2023-09-04,2023-12-28,B7.02,,LT,
2023_2024_1,SS004,SS004.O12,2,*,2,1,2,1,2023-09-04,2023-12-28,B7.04,,LT,
2023_2024_1,SS004,SS004.O13,2,*,2,4,5,1,2023-09-04,2023-12-28,B7.04,,LT,
2023_2024_1,SS004,SS004.O11.CTTN,2,*,4,6,8,1,2023-09-09,2023-12-21,E41,,LT,
2023_2024_1,SS006,SS006.O14,2,*,4,6,7,1,2023-09-04,2023-12-28,B1.14,,LT,
2023_2024_1,SS006,SS006.O11,2,*,3,6,8,1,2023-09-09,2023-12-28,B4.14,,LT,
2023_2024_1,SS006,SS006.O19,2,*,5,6,7,1,2023-09-04,2023-12-28,B4.14,,LT,
2023_2024_1,SS006,SS006.O12,2,*,3,6,8,1,2023-09-09,2023-12-28,B6.06,,LT,
2023_2024_1,SS006,SS006.O15,2,*,4,4,5,1,2023-09-04,2023-12-28,B6.06,,LT,
2023_2024_1,SS006,SS006.O18,2,*,5,1,2,1,2023-09-04,2023-12-28,B6.06,,LT,
2023_2024_1,SS006,SS006.O13,2,*,7,1,3,1,2023-09-09,2023-12-28,B7.02,,LT,
2023_2024_1,SS006,SS006.O16,2,*,2,1,2,1,2023-09-04,2023-12-28,B7.02,,LT,
2023_2024_1,SS006,SS006.O17,2,*,2,4,5,1,2023-09-04,2023-12-28,B7.02,,LT,
2023_2024_1,SS007,SS007.O12,3,*,7,6,9,1,2023-09-09,2024-01-04,B1.14,,LT,
2023_2024_1,SS007,SS007.O16,3,*,3,6,8,1,2023-09-04,2023-12-28,B1.14,,LT,
2023_2024_1,SS007,SS007.O11,3,*,7,1,4,1,2023-09-09,2024-01-04,B3.14,,LT,
2023_2024_1,SS007,SS007.O15,3,*,3,1,3,1,2023-09-04,2023-12-28,B3.22,,LT,
2023_2024_1,SS007,SS007.O13,3,*,2,1,3,1,2023-09-04,2023-12-28,B5.08,,LT,
2023_2024_1,SS007,SS007.O18,3,*,4,6,8,1,2023-09-04,2023-12-28,B5.08,,LT,
2023_2024_1,SS007,SS007.O17,3,*,4,1,3,1,2023-09-04,2023-12-28,B5.12,,LT,
2023_2024_1,SS007,SS007.O11.CTTT,3,*,2,1,4,1,2023-09-09,2024-01-04,B6.08,,LT,
2023_2024_1,SS007,SS007.O14,3,*,2,6,8,1,2023-09-04,2023-12-28,B7.02,,LT,
2023_2024_1,SS008,SS008.O15,2,*,5,6,7,1,2023-09-04,2023-12-28,B3.14,,LT,
2023_2024_1,SS008,SS008.O16,2,*,5,8,9,1,2023-09-04,2023-12-28,B3.14,,LT,
2023_2024_1,SS008,SS008.O11,2,*,5,1,2,1,2023-09-04,2023-12-28,B5.08,,LT,
2023_2024_1,SS008,SS008.O12,2,*,5,4,5,1,2023-09-04,2023-12-28,B5.08,,LT,
2023_2024_1,SS008,SS008.O13,2,*,5,1,2,1,2023-09-04,2023-12-28,B5.14,,LT,
2023_2024_1,SS008,SS008.O14,2,*,5,4,5,1,2023-09-04,2023-12-28,B5.14,,LT,
2023_2024_1,SS009,SS009.O15,2,*,6,6,7,1,2023-09-04,2023-12-28,B1.14,,LT,
2023_2024_1,SS009,SS009.O16,2,*,6,8,9,1,2023-09-04,2023-12-28,B1.14,,LT,
2023_2024_1,SS009,SS009.O13,2,*,6,1,2,1,2023-09-04,2023-12-28,B6.06,,LT,
2023_2024_1,SS009,SS009.O14,2,*,6,4,5,1,2023-09-04,2023-12-28,B6.06,,LT,
2023_2024_1,SS009,SS009.O11,2,*,6,1,2,1,2023-09-04,2023-12-28,B6.08,,LT,
2023_2024_1,SS009,SS009.O12,2,*,6,4,5,1,2023-09-04,2023-12-28,B6.08,,LT,
2023_2024_1,SS010,SS010.O11,2,*,5,6,7,1,2023-09-04,2023-12-28,B1.14,,LT,
2023_2024_1,SS010,SS010.O12,2,*,5,8,9,1,2023-09-04,2023-12-28,B1.14,,LT,
2023_2024_1,SS010,SS010.O15,2,*,2,6,7,1,2023-09-04,2023-12-28,B3.14,,LT,
2023_2024_1,SS010,SS010.O16,2,*,2,8,9,1,2023-09-04,2023-12-28,B3.14,,LT,
2023_2024_1,SS010,SS010.O13,2,*,6,6,7,1,2023-09-04,2023-12-28,B7.02,,LT,
2023_2024_1,SS010,SS010.O14,2,*,6,8,9,1,2023-09-04,2023-12-28,B7.02,,LT,
2023_2024_1,IT001,IT001.O12.CNVN.1,1,*,4,6,0,2,2023-09-16,2024-01-11,B2.02,,HT1,
2023_2024_1,IT001,IT001.O12.CNVN.2,1,*,4,6,0,2,2023-09-23,2024-01-04,B2.02,,HT1,
2023_2024_1,IT001,IT001.O11.CNVN.1,1,*,6,6,0,2,2023-09-16,2024-01-11,B2.08,,HT1,
2023_2024_1,IT001,IT001.O11.CNVN.2,1,*,6,6,0,2,2023-09-23,2024-01-04,B2.08,,HT1,
2023_2024_1,IT001,IT001.O118.1,1,*,5,1,5,2,2023-09-23,2024-01-11,B2.10,,HT1,
2023_2024_1,IT001,IT001.O118.2,1,*,5,1,5,2,2023-10-28,2024-01-11,B2.10,,HT1,
2023_2024_1,IT001,IT001.O119.1,1,*,5,6,0,2,2023-09-23,2024-01-11,B2.10,,HT1,
2023_2024_1,IT001,IT001.O119.2,1,*,5,6,0,2,2023-10-28,2024-01-11,B2.10,,HT1,
2023_2024_1,IT001,IT001.O121.1,1,*,6,6,0,2,2023-09-23,2024-01-11,B2.10,,HT1,
2023_2024_1,IT001,IT001.O121.2,1,*,6,6,0,2,2023-10-28,2024-01-11,B2.10,,HT1,
2023_2024_1,IT001,IT001.O14.1,1,*,2,1,5,2,2023-09-23,2024-01-11,B2.10,,HT1,
2023_2024_1,IT001,IT001.O14.2,1,*,2,1,5,2,2023-10-28,2024-01-11,B2.10,,HT1,
2023_2024_1,IT001,IT001.O19.1,1,*,3,1,5,2,2023-09-23,2024-01-11,B2.10,,HT1,
2023_2024_1,IT001,IT001.O19.2,1,*,3,1,5,2,2023-10-28,2024-01-11,B2.10,,HT1,
2023_2024_1,IT001,IT001.O110.1,1,*,4,1,5,2,2023-09-23,2024-01-11,B2.12,,HT1,
2023_2024_1,IT001,IT001.O110.2,1,*,4,1,5,2,2023-10-28,2024-01-11,B2.12,,HT1,
2023_2024_1,IT001,IT001.O112.1,1,*,4,6,0,2,2023-09-23,2024-01-11,B2.12,,HT1,
2023_2024_1,IT001,IT001.O112.2,1,*,4,6,0,2,2023-10-28,2024-01-11,B2.12,,HT1,
2023_2024_1,IT001,IT001.O120.1,1,*,5,6,0,2,2023-09-23,2024-01-11,B2.12,,HT1,
2023_2024_1,IT001,IT001.O120.2,1,*,5,6,0,2,2023-10-28,2024-01-11,B2.12,,HT1,
2023_2024_1,IT001,IT001.O122.1,1,*,6,6,0,2,2023-09-23,2024-01-11,B2.12,,HT1,
2023_2024_1,IT001,IT001.O122.2,1,*,6,6,0,2,2023-10-28,2024-01-11,B2.12,,HT1,
2023_2024_1,IT001,IT001.O124.1,1,*,6,1,5,2,2023-09-23,2024-01-11,B2.12,,HT1,
2023_2024_1,IT001,IT001.O124.2,1,*,6,1,5,2,2023-10-28,2024-01-11,B2.12,,HT1,
2023_2024_1,IT001,IT001.O13.1,1,*,2,1,5,2,2023-09-23,2024-01-11,B2.12,,HT1,
2023_2024_1,IT001,IT001.O13.2,1,*,2,1,5,2,2023-10-28,2024-01-11,B2.12,,HT1,
2023_2024_1,IT001,IT001.O15.1,1,*,3,6,0,2,2023-09-23,2024-01-11,B2.12,,HT1,
2023_2024_1,IT001,IT001.O15.2,1,*,3,6,0,2,2023-10-28,2024-01-11,B2.12,,HT1,
2023_2024_1,IT001,IT001.O16.1,1,*,3,1,5,2,2023-09-23,2024-01-11,B2.12,,HT1,
2023_2024_1,IT001,IT001.O16.2,1,*,3,1,5,2,2023-10-28,2024-01-11,B2.12,,HT1,
2023_2024_1,IT001,IT001.O127.1,1,*,4,1,5,2,2023-09-09,2024-01-04,B2.14,,HT1,
2023_2024_1,IT001,IT001.O127.2,1,*,4,1,5,2,2023-09-16,2024-01-04,B2.14,,HT1,
2023_2024_1,IT001,IT001.O111.1,1,*,4,6,0,2,2023-09-23,2024-01-11,B2.16,,HT1,
2023_2024_1,IT001,IT001.O111.2,1,*,4,6,0,2,2023-10-28,2024-01-11,B2.16,,HT1,
2023_2024_1,IT001,IT001.O114.1,1,*,4,1,5,2,2023-09-23,2024-01-11,B2.16,,HT1,
2023_2024_1,IT001,IT001.O114.2,1,*,4,1,5,2,2023-10-28,2024-01-11,B2.16,,HT1,
2023_2024_1,IT001,IT001.O17.1,1,*,3,6,0,2,2023-09-23,2024-01-11,B2.16,,HT1,
2023_2024_1,IT001,IT001.O17.2,1,*,3,6,0,2,2023-10-28,2024-01-11,B2.16,,HT1,
2023_2024_1,IT001,IT001.O12.1,1,*,2,6,0,2,2023-09-23,2024-01-11,B2.18,,HT1,
2023_2024_1,IT001,IT001.O12.2,1,*,2,6,0,2,2023-10-28,2024-01-11,B2.18,,HT1,
2023_2024_1,IT001,IT001.O126.1,1,*,5,6,0,2,2023-09-09,2024-01-04,B2.20,,HT1,
2023_2024_1,IT001,IT001.O126.2,1,*,5,6,0,2,2023-09-16,2024-01-04,B2.20,,HT1,
2023_2024_1,IT001,IT001.O125.1,1,*,2,6,0,2,2023-09-16,2023-12-14,B2.22,,HT1,
2023_2024_1,IT001,IT001.O125.2,1,*,2,6,0,2,2023-09-23,2023-12-21,B2.22,,HT1,
2023_2024_1,IT001,IT001.O11.CLC.1,1,*,5,6,0,2,2023-09-16,2023-12-14,B3.02,,HT1,
2023_2024_1,IT001,IT001.O11.CLC.2,1,*,5,6,0,2,2023-09-23,2023-12-21,B3.02,,HT1,
2023_2024_1,IT001,IT001.O11.CTTN.1,1,*,2,1,5,2,2023-09-16,2024-01-11,B4.06,,HT1,
2023_2024_1,IT001,IT001.O11.CTTN.2,1,*,2,1,5,2,2023-09-23,2024-01-04,B4.06,,HT1,
2023_2024_1,IT001,IT001.O11.1,1,*,2,6,0,2,2023-09-23,2024-01-11,B5.02,,HT1,
2023_2024_1,IT001,IT001.O11.2,1,*,2,6,0,2,2023-10-28,2024-01-11,B5.02,,HT1,
2023_2024_1,IT001,IT001.O11.TTNT.1,1,*,5,1,5,1,2023-09-23,2024-01-11,B5.02,,HT1,
2023_2024_1,IT001,IT001.O113.1,1,*,4,6,0,2,2023-09-23,2024-01-11,B5.02,,HT1,
2023_2024_1,IT001,IT001.O113.2,1,*,4,6,0,2,2023-10-28,2024-01-11,B5.02,,HT1,
2023_2024_1,IT001,IT001.O115.1,1,*,4,1,5,2,2023-09-23,2024-01-11,B5.02,,HT1,
2023_2024_1,IT001,IT001.O115.2,1,*,4,1,5,2,2023-10-28,2024-01-11,B5.02,,HT1,
2023_2024_1,IT001,IT001.O116.1,1,*,5,6,0,2,2023-09-23,2024-01-11,B5.02,,HT1,
2023_2024_1,IT001,IT001.O116.2,1,*,5,6,0,2,2023-10-28,2024-01-11,B5.02,,HT1,
2023_2024_1,IT001,IT001.O123.1,1,*,6,1,5,2,2023-09-23,2024-01-11,B5.02,,HT1,
2023_2024_1,IT001,IT001.O123.2,1,*,6,1,5,2,2023-10-28,2024-01-11,B5.02,,HT1,
2023_2024_1,IT001,IT001.O18.1,1,*,3,1,5,2,2023-09-23,2024-01-11,B5.02,,HT1,
2023_2024_1,IT001,IT001.O18.2,1,*,3,1,5,2,2023-10-28,2024-01-11,B5.02,,HT1,
2023_2024_1,IT001,IT001.O117.1,1,*,5,6,0,2,2023-09-23,2024-01-11,B5.06,,HT1,
2023_2024_1,IT001,IT001.O117.2,1,*,5,6,0,2,2023-10-28,2024-01-11,B5.06,,HT1,
2023_2024_1,IT002,IT002.O11.1,1,*,2,6,0,2,2023-09-16,2023-12-14,B2.02,,HT1,
2023_2024_1,IT002,IT002.O11.2,1,*,2,6,0,2,2023-09-23,2023-12-21,B2.02,,HT1,
2023_2024_1,IT002,IT002.O12.1,1,*,3,6,0,2,2023-09-16,2023-12-14,B2.10,,HT1,
2023_2024_1,IT002,IT002.O12.2,1,*,3,6,0,2,2023-09-23,2023-12-21,B2.10,,HT1,
2023_2024_1,IT002,IT002.O13.1,1,*,4,1,5,2,2023-09-16,2023-12-14,B2.10,,HT1,
2023_2024_1,IT002,IT002.O13.2,1,*,4,1,5,2,2023-09-23,2023-12-21,B2.10,,HT1,
2023_2024_1,IT002,IT002.O12.CLC.1,1,*,7,6,0,2,2023-09-16,2023-12-14,B3.02,,HT1,
2023_2024_1,IT002,IT002.O12.CLC.2,1,*,7,6,0,2,2023-09-23,2023-12-21,B3.02,,HT1,
2023_2024_1,IT002,IT002.O11.CLC.1,1,*,2,6,0,2,2023-09-16,2023-12-14,B4.06,,HT1,
2023_2024_1,IT002,IT002.O11.CLC.2,1,*,2,6,0,2,2023-09-23,2023-12-21,B4.06,,HT1,
2023_2024_1,IT002,IT002.O11.CTTN.1,1,*,3,6,0,2,2023-09-16,2023-12-14,B4.08,,HT1,
2023_2024_1,IT002,IT002.O11.CTTN.2,1,*,3,6,0,2,2023-09-23,2023-12-21,B4.08,,HT1,
2023_2024_1,IT003,IT003.O11.1,1,*,2,6,0,2,2023-09-16,2023-12-14,B2.06,,HT1,
2023_2024_1,IT003,IT003.O11.2,1,*,2,6,0,2,2023-09-23,2023-12-21,B2.06,,HT1,
2023_2024_1,IT003,IT003.O14.1,1,*,5,1,5,2,2023-09-16,2023-12-14,B2.12,,HT1,
2023_2024_1,IT003,IT003.O14.2,1,*,5,1,5,2,2023-09-23,2023-12-21,B2.12,,HT1,
2023_2024_1,IT003,IT003.O12.1,1,*,3,1,5,2,2023-09-16,2023-12-14,B2.22,,HT1,
2023_2024_1,IT003,IT003.O12.2,1,*,3,1,5,2,2023-09-23,2023-12-21,B2.22,,HT1,
2023_2024_1,IT003,IT003.O15.1,1,*,6,1,5,2,2023-09-16,2023-12-14,B2.22,,HT1,
2023_2024_1,IT003,IT003.O15.2,1,*,6,1,5,2,2023-09-23,2023-12-21,B2.22,,HT1,
2023_2024_1,IT003,IT003.O13.1,1,*,4,1,5,2,2023-09-16,2023-12-14,B3.02,,HT1,
2023_2024_1,IT003,IT003.O13.2,1,*,4,1,5,2,2023-09-23,2023-12-21,B3.02,,HT1,
2023_2024_1,IT003,IT003.O11.CLC.1,1,*,3,1,5,2,2023-09-16,2023-12-14,B3.04,,HT1,
2023_2024_1,IT003,IT003.O11.CLC.2,1,*,3,1,5,2,2023-09-23,2023-12-21,B3.04,,HT1,
2023_2024_1,IT003,IT003.O12.CLC.1,1,*,3,1,5,2,2023-09-16,2023-12-14,B4.06,,HT1,
2023_2024_1,IT003,IT003.O12.CLC.2,1,*,3,1,5,2,2023-09-23,2023-12-21,B4.06,,HT1,
2023_2024_1,IT004,IT004.O11.CNVN.1,1,*,3,1,5,2,2023-09-16,2023-12-14,B2.02,,HT1,
2023_2024_1,IT004,IT004.O11.CNVN.2,1,*,3,1,5,2,2023-09-23,2023-12-21,B2.02,,HT1,
2023_2024_1,IT004,IT004.O12.CNVN.1,1,*,5,6,0,2,2023-09-16,2023-12-14,B2.06,,HT1,
2023_2024_1,IT004,IT004.O12.CNVN.2,1,*,5,6,0,2,2023-09-23,2023-12-21,B2.06,,HT1,
2023_2024_1,IT004,IT004.O11.1,1,*,2,6,0,2,2023-09-16,2023-12-14,B2.08,,HT1,
2023_2024_1,IT004,IT004.O11.2,1,*,2,6,0,2,2023-09-23,2023-12-21,B2.08,,HT1,
2023_2024_1,IT004,IT004.O110.1,1,*,4,6,0,2,2023-09-16,2023-12-14,B2.10,,HT1,
2023_2024_1,IT004,IT004.O110.2,1,*,4,6,0,2,2023-09-23,2023-12-21,B2.10,,HT1,
2023_2024_1,IT004,IT004.O14.3,1,*,2,1,5,2,2023-09-16,2023-12-14,B2.16,,HT1,
2023_2024_1,IT004,IT004.O14.4,1,*,2,1,5,2,2023-09-23,2023-12-21,B2.16,,HT1,
2023_2024_1,IT004,IT004.O16.1,1,*,3,6,0,2,2023-09-16,2023-12-14,B2.20,,HT1,
2023_2024_1,IT004,IT004.O16.2,1,*,3,6,0,2,2023-09-23,2023-12-21,B2.20,,HT1,
2023_2024_1,IT004,IT004.O114.1,1,*,5,6,0,2,2023-09-16,2023-12-14,B2.22,,HT1,
2023_2024_1,IT004,IT004.O114.2,1,*,5,6,0,2,2023-09-23,2023-12-21,B2.22,,HT1,
2023_2024_1,IT004,IT004.O117.1,1,*,5,1,5,2,2023-09-16,2023-12-14,B2.22,,HT1,
2023_2024_1,IT004,IT004.O117.2,1,*,5,1,5,2,2023-09-23,2023-12-21,B2.22,,HT1,
2023_2024_1,IT004,IT004.O119.1,1,*,6,6,0,2,2023-09-16,2023-12-14,B2.22,,HT1,
2023_2024_1,IT004,IT004.O119.2,1,*,6,6,0,2,2023-09-23,2023-12-21,B2.22,,HT1,
2023_2024_1,IT004,IT004.O17.1,1,*,3,6,0,2,2023-09-16,2023-12-14,B2.22,,HT1,
2023_2024_1,IT004,IT004.O17.2,1,*,3,6,0,2,2023-09-23,2023-12-21,B2.22,,HT1,
2023_2024_1,IT004,IT004.O12.1,1,*,2,6,0,2,2023-09-16,2023-12-14,B3.02,,HT1,
2023_2024_1,IT004,IT004.O12.2,1,*,2,6,0,2,2023-09-23,2023-12-21,B3.02,,HT1,
2023_2024_1,IT004,IT004.O13.1,1,*,2,6,0,2,2023-09-16,2023-12-14,B3.04,,HT1,
2023_2024_1,IT004,IT004.O13.2,1,*,2,6,0,2,2023-09-23,2023-12-21,B3.04,,HT1,
2023_2024_1,IT004,IT004.O13.CLC.1,1,*,6,1,5,2,2023-09-16,2023-12-14,B3.04,,HT1,
2023_2024_1,IT004,IT004.O13.CLC.2,1,*,6,1,5,2,2023-09-23,2023-12-21,B3.04,,HT1,
2023_2024_1,IT004,IT004.O14.1,1,*,2,1,5,2,2023-09-16,2023-12-14,B3.04,,HT1,
2023_2024_1,IT004,IT004.O14.2,1,*,2,1,5,2,2023-09-23,2023-12-21,B3.04,,HT1,
2023_2024_1,IT004,IT004.O113.1,1,*,4,1,5,2,2023-09-16,2023-12-14,B3.06,,HT1,
2023_2024_1,IT004,IT004.O113.2,1,*,4,1,5,2,2023-09-23,2023-12-21,B3.06,,HT1,
2023_2024_1,IT004,IT004.O116.1,1,*,5,1,5,2,2023-09-16,2023-12-14,B3.06,,HT1,
2023_2024_1,IT004,IT004.O116.2,1,*,5,1,5,2,2023-09-23,2023-12-21,B3.06,,HT1,
2023_2024_1,IT004,IT004.O118.1,1,*,6,6,0,2,2023-09-16,2023-12-14,B3.06,,HT1,
2023_2024_1,IT004,IT004.O118.2,1,*,6,6,0,2,2023-09-23,2023-12-21,B3.06,,HT1,
2023_2024_1,IT004,IT004.O111.1,1,*,4,6,0,2,2023-09-16,2023-12-14,B3.08,,HT1,
2023_2024_1,IT004,IT004.O111.2,1,*,4,6,0,2,2023-09-23,2023-12-21,B3.08,,HT1,
2023_2024_1,IT004,IT004.O112.1,1,*,4,1,5,2,2023-09-16,2023-12-14,B3.08,,HT1,
2023_2024_1,IT004,IT004.O112.2,1,*,4,1,5,2,2023-09-23,2023-12-21,B3.08,,HT1,
2023_2024_1,IT004,IT004.O115.1,1,*,5,6,0,2,2023-09-16,2023-12-14,B3.08,,HT1,
2023_2024_1,IT004,IT004.O115.2,1,*,5,6,0,2,2023-09-23,2023-12-21,B3.08,,HT1,
2023_2024_1,IT004,IT004.O120.1,1,*,6,1,5,2,2023-09-16,2023-12-14,B3.08,,HT1,
2023_2024_1,IT004,IT004.O120.2,1,*,6,1,5,2,2023-09-23,2023-12-21,B3.08,,HT1,
2023_2024_1,IT004,IT004.O18.1,1,*,3,1,5,2,2023-09-16,2023-12-14,B3.08,,HT1,
2023_2024_1,IT004,IT004.O18.2,1,*,3,1,5,2,2023-09-23,2023-12-21,B3.08,,HT1,
2023_2024_1,IT004,IT004.O19.1,1,*,3,1,5,2,2023-09-16,2023-12-14,B4.04,,HT1,
2023_2024_1,IT004,IT004.O19.2,1,*,3,1,5,2,2023-09-23,2023-12-21,B4.04,,HT1,
2023_2024_1,IT004,IT004.O11.CTTN.1,1,*,4,1,5,2,2023-09-16,2023-12-14,B4.06,,HT1,
2023_2024_1,IT004,IT004.O11.CTTN.2,1,*,4,1,5,2,2023-09-23,2023-12-21,B4.06,,HT1,
2023_2024_1,IT005,IT005.O11.CNVN.1,1,*,5,6,0,2,2023-09-16,2023-12-14,B2.02,,HT1,
2023_2024_1,IT005,IT005.O11.CNVN.2,1,*,5,6,0,2,2023-09-23,2023-12-21,B2.02,,HT1,
2023_2024_1,IT005,IT005.O12.CNVN.1,1,*,6,1,5,2,2023-09-16,2023-12-14,B2.02,,HT1,
2023_2024_1,IT005,IT005.O12.CNVN.2,1,*,6,1,5,2,2023-09-23,2023-12-21,B2.02,,HT1,
2023_2024_1,IT005,IT005.O112.1,1,*,4,1,5,2,2023-09-16,2023-12-14,B2.06,,HT1,
2023_2024_1,IT005,IT005.O112.2,1,*,4,1,5,2,2023-09-23,2023-12-21,B2.06,,HT1,
2023_2024_1,IT005,IT005.O15.1,1,*,2,1,5,2,2023-09-16,2023-12-14,B2.06,,HT1,
2023_2024_1,IT005,IT005.O15.2,1,*,2,1,5,2,2023-09-23,2023-12-21,B2.06,,HT1,
2023_2024_1,IT005,IT005.O14.1,1,*,2,1,5,2,2023-09-16,2023-12-14,B2.22,,HT1,
2023_2024_1,IT005,IT005.O14.2,1,*,2,1,5,2,2023-09-23,2023-12-21,B2.22,,HT1,
2023_2024_1,IT005,IT005.O110.1,1,*,4,6,0,2,2023-09-16,2023-12-14,B3.02,,HT1,
2023_2024_1,IT005,IT005.O110.2,1,*,4,6,0,2,2023-09-23,2023-12-21,B3.02,,HT1,
2023_2024_1,IT005,IT005.O11.CLC.1,1,*,4,6,0,2,2023-09-16,2023-12-14,B3.04,,HT1,
2023_2024_1,IT005,IT005.O11.CLC.2,1,*,4,6,0,2,2023-09-23,2023-12-21,B3.04,,HT1,
2023_2024_1,IT005,IT005.O117.1,1,*,5,1,5,2,2023-09-16,2023-12-14,B3.08,,HT1,
2023_2024_1,IT005,IT005.O117.2,1,*,5,1,5,2,2023-09-23,2023-12-21,B3.08,,HT1,
2023_2024_1,IT005,IT005.O119.1,1,*,6,6,0,2,2023-09-16,2023-12-14,B3.08,,HT1,
2023_2024_1,IT005,IT005.O119.2,1,*,6,6,0,2,2023-09-23,2023-12-21,B3.08,,HT1,
2023_2024_1,IT005,IT005.O12.1,1,*,2,6,0,2,2023-09-16,2023-12-14,B3.08,,HT1,
2023_2024_1,IT005,IT005.O12.2,1,*,2,6,0,2,2023-09-23,2023-12-21,B3.08,,HT1,
2023_2024_1,IT005,IT005.O16.1,1,*,3,6,0,2,2023-09-16,2023-12-14,B3.08,,HT1,
2023_2024_1,IT005,IT005.O16.2,1,*,3,6,0,2,2023-09-23,2023-12-21,B3.08,,HT1,
2023_2024_1,IT005,IT005.O115.1,1,*,5,6,0,2,2023-09-16,2023-12-14,B4.04,,HT1,
2023_2024_1,IT005,IT005.O115.2,1,*,5,6,0,2,2023-09-23,2023-12-21,B4.04,,HT1,
2023_2024_1,IT005,IT005.O111.1,1,*,4,6,0,2,2023-09-16,2023-12-14,B5.04,,HT1,
2023_2024_1,IT005,IT005.O111.2,1,*,4,6,0,2,2023-09-23,2023-12-21,B5.04,,HT1,
2023_2024_1,IT005,IT005.O114.1,1,*,4,1,5,2,2023-09-16,2023-12-14,B5.04,,HT1,
2023_2024_1,IT005,IT005.O114.2,1,*,4,1,5,2,2023-09-23,2023-12-21,B5.04,,HT1,
2023_2024_1,IT005,IT005.O116.1,1,*,5,6,0,2,2023-09-16,2023-12-14,B5.04,,HT1,
2023_2024_1,IT005,IT005.O116.2,1,*,5,6,0,2,2023-09-23,2023-12-21,B5.04,,HT1,
2023_2024_1,IT005,IT005.O118.1,1,*,5,1,5,2,2023-09-16,2023-12-14,B5.04,,HT1,
2023_2024_1,IT005,IT005.O118.2,1,*,5,1,5,2,2023-09-23,2023-12-21,B5.04,,HT1,
2023_2024_1,IT005,IT005.O13.1,1,*,2,6,0,2,2023-09-16,2023-12-14,B5.04,,HT1,
2023_2024_1,IT005,IT005.O13.2,1,*,2,6,0,2,2023-09-23,2023-12-21,B5.04,,HT1,
2023_2024_1,IT005,IT005.O17.1,1,*,3,6,0,2,2023-09-16,2023-12-14,B5.04,,HT1,
2023_2024_1,IT005,IT005.O17.2,1,*,3,6,0,2,2023-09-23,2023-12-21,B5.04,,HT1,
2023_2024_1,IT005,IT005.O18.1,1,*,3,1,5,2,2023-09-16,2023-12-14,B5.04,,HT1,
2023_2024_1,IT005,IT005.O18.2,1,*,3,1,5,2,2023-09-23,2023-12-21,B5.04,,HT1,
2023_2024_1,IT005,IT005.O113.1,1,*,4,1,5,2,2023-09-16,2023-12-14,B5.06,,HT1,
2023_2024_1,IT005,IT005.O113.2,1,*,4,1,5,2,2023-09-23,2023-12-21,B5.06,,HT1,
2023_2024_1,IT005,IT005.O19.1,1,*,3,1,5,2,2023-09-16,2023-12-14,B5.06,,HT1,
2023_2024_1,IT005,IT005.O19.2,1,*,3,1,5,2,2023-09-23,2023-12-21,B5.06,,HT1,
2023_2024_1,IT007,IT007.O18.1,1,*,6,1,5,2,2023-09-16,2023-12-14,B2.08,,HT1,
2023_2024_1,IT007,IT007.O18.2,1,*,6,1,5,2,2023-09-23,2023-12-21,B2.08,,HT1,
2023_2024_1,IT007,IT007.O11.1,1,*,2,6,0,2,2023-09-16,2023-12-14,B2.12,,HT1,
2023_2024_1,IT007,IT007.O11.2,1,*,2,6,0,2,2023-09-23,2023-12-21,B2.12,,HT1,
2023_2024_1,IT007,IT007.O110.1,1,*,5,1,5,2,2023-09-16,2023-12-14,B3.02,,HT1,
2023_2024_1,IT007,IT007.O110.2,1,*,5,1,5,2,2023-09-23,2023-12-21,B3.02,,HT1,
2023_2024_1,IT007,IT007.O15.1,1,*,6,6,0,2,2023-09-16,2023-12-14,B3.02,,HT1,
2023_2024_1,IT007,IT007.O15.2,1,*,6,6,0,2,2023-09-23,2023-12-21,B3.02,,HT1,
2023_2024_1,IT007,IT007.O11.CLC.1,1,*,3,6,0,2,2023-09-16,2023-12-14,B3.04,,HT1,
2023_2024_1,IT007,IT007.O11.CLC.2,1,*,3,6,0,2,2023-09-23,2023-12-21,B3.04,,HT1,
2023_2024_1,IT007,IT007.O19.1,1,*,5,6,0,2,2023-09-16,2023-12-14,B3.06,,HT1,
2023_2024_1,IT007,IT007.O19.2,1,*,5,6,0,2,2023-09-23,2023-12-21,B3.06,,HT1,
2023_2024_1,IT007,IT007.O13.1,1,*,2,1,5,2,2023-09-16,2023-12-14,B3.08,,HT1,
2023_2024_1,IT007,IT007.O13.2,1,*,2,1,5,2,2023-09-23,2023-12-21,B3.08,,HT1,
